immune_frac,avg_frac_infected,std_error_mean
0.0,0.2787250723025584,0.00026347359805893144
0.1,0.22980992213570633,0.0004015674273922003
0.2,0.179258553948832,0.0008304052323548034
0.30000000000000004,0.11896400444938822,0.0018861933930286892
0.4,0.05311919911012236,0.004115965409451946
0.5,0.0035716129032258063,0.0016862314394497221
0.6000000000000001,5.25027808676307e-06,4.2161797894082595e-06
0.7000000000000001,0.0,0.0
0.8,0.0,0.0
0.9,0.0,0.0
1.0,0.0,0.0
