p1,scaled_var,error_bars
0.2,0.0,0.0
0.21000000000000002,0.0,0.0
0.22000000000000003,0.0,0.0
0.23000000000000004,0.0,0.0
0.24000000000000005,1.7197428833792476e-05,6.765163983110434e-06
0.25000000000000006,0.00022328568921538622,5.287457332082771e-05
0.26000000000000006,0.00436170112845628,0.0007526494331074089
0.2700000000000001,0.6374703272686459,0.011096558985456913
0.2800000000000001,0.7347814473461892,0.00985764493463266
0.2900000000000001,0.6266090097704315,0.007755197333072044
0.3000000000000001,0.596771292251811,0.0084515951828653
0.3100000000000001,0.5395761406019793,0.008396719316295384
0.3200000000000001,0.49783616014284254,0.007327650630136322
0.3300000000000001,0.48249256561983456,0.007206361267543445
0.34000000000000014,0.4780215758024691,0.006042261899155231
0.35000000000000014,0.4613368469992858,0.006497960868443897
0.36000000000000015,0.48073893685950414,0.007206830386147959
0.37000000000000016,0.4682850612631364,0.005823256895915045
0.38000000000000017,0.45089169511682475,0.0061217368072431335
0.3900000000000002,0.440330367529844,0.006470420063943686
0.4000000000000002,0.4367943750188756,0.005104984245023586
0.4100000000000002,0.4401468977410468,0.005566417382387626
0.4200000000000002,0.418214394657688,0.0060650645730455244
0.4300000000000002,0.42979088489337836,0.005769729823093977
0.4400000000000002,0.4317304416896235,0.006096458275102336
0.45000000000000023,0.408878741010101,0.007116194981751173
0.46000000000000024,0.4108849032506887,0.006091170338041152
0.47000000000000025,0.4010631065197429,0.005921727160043144
0.48000000000000026,0.41486706938475654,0.005976550209875807
0.49000000000000027,0.4128576051056015,0.005664757443189326
0.5000000000000002,0.4104586833996531,0.005850391772574685
