p1,scaled_var,error_bars
0.2,0.0,0.0
0.21000000000000002,0.0,0.0
0.22000000000000003,0.0,0.0
0.23000000000000004,0.0,0.0
0.24000000000000005,0.0,0.0
0.25000000000000006,0.000157,4.314298789189217e-05
0.26000000000000006,0.0,0.0
0.2700000000000001,0.003299117424,0.00026789932380077313
0.2800000000000001,0.00030677497600000006,5.301998457136724e-05
0.2900000000000001,0.008228007936000002,0.001288010986755643
0.3000000000000001,0.257522128284,0.010051527092495923
0.3100000000000001,1.0298763151959998,0.017261056865695644
0.3200000000000001,1.0048910556,0.012348982268709782
0.3300000000000001,0.7050357227359999,0.009913107827783185
0.34000000000000014,0.7300750396439999,0.009120661814607184
0.35000000000000014,0.6560965255040001,0.009452489877961804
0.36000000000000015,0.597720137584,0.008549104405104818
0.37000000000000016,0.565069736924,0.007528918106014176
0.38000000000000017,0.524304235504,0.00726242908931282
0.3900000000000002,0.520770244476,0.006880050346636036
0.4000000000000002,0.4859438064,0.007510105899650073
0.4100000000000002,0.4821685804160001,0.005940127395773843
0.4200000000000002,0.4624334438999999,0.006710469233130495
0.4300000000000002,0.47513912254400004,0.0067293831003942695
0.4400000000000002,0.4737285244759999,0.005888214241628304
0.45000000000000023,0.4635950044,0.0064550168657197746
0.46000000000000024,0.436150904064,0.006209899350250717
0.47000000000000025,0.434017255484,0.00626899657944229
0.48000000000000026,0.4352749916,0.0055825734831948465
0.49000000000000027,0.440088927984,0.006181959012856101
0.5000000000000002,0.4298054319,0.0055411999536590225
0.5100000000000002,0.431141400384,0.006307844529441694
0.5200000000000002,0.4191579375,0.005890406793503559
0.5300000000000002,0.41740984287599997,0.006303729523875902
0.5400000000000003,0.40339049884399997,0.004558983249541213
0.5500000000000003,0.420499494656,0.006215531793941135
