p1,scaled_var,error_bars
0.2,0.0,0.0
0.225,1.799323999999999e-06,8.523626267998907e-07
0.25,0.00012595199599999996,3.3606482672955596e-05
0.275,0.0005618668159999999,7.919433388434712e-05
0.3,0.09767757630400001,0.007196997438132697
0.32499999999999996,0.844789360764,0.012790789812065316
0.35,0.660456529564,0.010871665396577392
0.375,0.557771848124,0.007762577905689468
0.39999999999999997,0.49912692351599997,0.006637897971323678
0.42499999999999993,0.47069400433600006,0.007067399308529882
0.44999999999999996,0.4561746575000001,0.005735006755254772
0.4749999999999999,0.41493164463599996,0.006338193715997871
0.49999999999999994,0.4484154348440001,0.006816416205609272
0.5249999999999999,0.416871932656,0.005364756587012468
