scaled_mean,p1,p3
0.220452,0.5,0.4
0.2377391111111111,0.5,0.45
0.2548328888888889,0.5,0.5
0.26808044444444445,0.5,0.55
0.2814231111111111,0.5,0.6000000000000001
0.291788,0.5,0.65
0.3014222222222222,0.5,0.7000000000000001
0.3098791111111111,0.5,0.75
0.31924755555555556,0.5,0.8
0.325336,0.5,0.8500000000000001
0.331696,0.5,0.9
0.3383764444444444,0.5,0.9500000000000001
0.3440066666666667,0.5,1.0
0.0,0.55,0.0
0.0,0.55,0.05
0.04341111111111111,0.55,0.1
0.0861608888888889,0.55,0.15000000000000002
0.1268048888888889,0.55,0.2
0.1611208888888889,0.55,0.25
0.19018533333333332,0.55,0.30000000000000004
0.21841999999999998,0.55,0.35000000000000003
0.24228400000000003,0.55,0.4
0.2596631111111111,0.55,0.45
0.2743262222222222,0.55,0.5
0.290248,0.55,0.55
0.3047391111111111,0.55,0.6000000000000001
0.31422266666666665,0.55,0.65
0.3240911111111111,0.55,0.7000000000000001
0.33520711111111107,0.55,0.75
0.3415751111111111,0.55,0.8
0.34904222222222225,0.55,0.8500000000000001
0.3573693333333333,0.55,0.9
0.3631857777777778,0.55,0.9500000000000001
0.36885466666666666,0.55,1.0
0.0,0.6000000000000001,0.0
0.0,0.6000000000000001,0.05
0.055139999999999995,0.6000000000000001,0.1
0.09863288888888888,0.6000000000000001,0.15000000000000002
0.13999555555555554,0.6000000000000001,0.2
0.17859955555555554,0.6000000000000001,0.25
0.20899155555555554,0.6000000000000001,0.30000000000000004
0.2351653333333333,0.6000000000000001,0.35000000000000003
0.2560217777777778,0.6000000000000001,0.4
0.276512,0.6000000000000001,0.45
0.29377466666666663,0.6000000000000001,0.5
0.30977777777777776,0.6000000000000001,0.55
0.3216035555555556,0.6000000000000001,0.6000000000000001
0.3327897777777778,0.6000000000000001,0.65
0.34624044444444446,0.6000000000000001,0.7000000000000001
0.3539,0.6000000000000001,0.75
0.3620777777777778,0.6000000000000001,0.8
0.37022355555555553,0.6000000000000001,0.8500000000000001
0.3782822222222222,0.6000000000000001,0.9
0.38349866666666665,0.6000000000000001,0.9500000000000001
0.3890368888888889,0.6000000000000001,1.0
0.0,0.65,0.0
0.0,0.65,0.05
0.06486222222222222,0.65,0.1
0.10994622222222222,0.65,0.15000000000000002
0.15317777777777777,0.65,0.2
0.18950133333333333,0.65,0.25
0.2205488888888889,0.65,0.30000000000000004
0.24743688888888887,0.65,0.35000000000000003
0.27195777777777774,0.65,0.4
0.28958666666666666,0.65,0.45
0.31035999999999997,0.65,0.5
0.32367555555555555,0.65,0.55
0.336812,0.65,0.6000000000000001
0.35051866666666665,0.65,0.65
0.3600648888888889,0.65,0.7000000000000001
0.3689693333333333,0.65,0.75
0.3787471111111111,0.65,0.8
0.38793955555555554,0.65,0.8500000000000001
0.3930568888888889,0.65,0.9
0.40088355555555555,0.65,0.9500000000000001
0.40716711111111115,0.65,1.0
0.0,0.7000000000000001,0.0
0.0,0.7000000000000001,0.05
0.06757644444444444,0.7000000000000001,0.1
0.11591244444444444,0.7000000000000001,0.15000000000000002
0.16056444444444443,0.7000000000000001,0.2
0.19820533333333332,0.7000000000000001,0.25
0.23217644444444446,0.7000000000000001,0.30000000000000004
0.259164,0.7000000000000001,0.35000000000000003
0.2829342222222222,0.7000000000000001,0.4
0.30477066666666663,0.7000000000000001,0.45
0.32213555555555556,0.7000000000000001,0.5
0.33798666666666666,0.7000000000000001,0.55
0.35092844444444443,0.7000000000000001,0.6000000000000001
0.36340311111111107,0.7000000000000001,0.65
0.37504044444444445,0.7000000000000001,0.7000000000000001
0.3850866666666667,0.7000000000000001,0.75
0.39248444444444447,0.7000000000000001,0.8
0.40155555555555555,0.7000000000000001,0.8500000000000001
0.4097084444444445,0.7000000000000001,0.9
0.41650711111111116,0.7000000000000001,0.9500000000000001
0.42089288888888887,0.7000000000000001,1.0
0.0,0.75,0.0
0.0,0.75,0.05
0.07537377777777778,0.75,0.1
0.12311022222222223,0.75,0.15000000000000002
0.16888533333333333,0.75,0.2
0.20859422222222224,0.75,0.25
0.23921066666666665,0.75,0.30000000000000004
0.2692173333333333,0.75,0.35000000000000003
0.29295377777777776,0.75,0.4
0.31517555555555554,0.75,0.45
0.3330795555555555,0.75,0.5
0.34824577777777777,0.75,0.55
0.3619817777777778,0.75,0.6000000000000001
0.3754222222222222,0.75,0.65
0.3868715555555555,0.75,0.7000000000000001
0.3970955555555556,0.75,0.75
0.4056177777777778,0.75,0.8
0.41509866666666667,0.75,0.8500000000000001
0.4231111111111111,0.75,0.9
0.4291933333333333,0.75,0.9500000000000001
0.4341568888888889,0.75,1.0
0.0,0.8,0.0
0.0,0.8,0.05
0.07925511111111111,0.8,0.1
0.12856533333333334,0.8,0.15000000000000002
0.17422222222222222,0.8,0.2
0.21477866666666667,0.8,0.25
0.2488173333333333,0.8,0.30000000000000004
0.27629733333333334,0.8,0.35000000000000003
0.30204844444444445,0.8,0.4
0.3238488888888889,0.8,0.45
0.34229333333333334,0.8,0.5
0.357608,0.8,0.55
0.3742662222222222,0.8,0.6000000000000001
0.38478444444444443,0.8,0.65
0.3980653333333333,0.8,0.7000000000000001
0.408092,0.8,0.75
0.41734088888888893,0.8,0.8
0.4250431111111111,0.8,0.8500000000000001
0.4341808888888889,0.8,0.9
0.4412502222222222,0.8,0.9500000000000001
0.4467635555555556,0.8,1.0
0.0,0.8500000000000001,0.0
0.0,0.8500000000000001,0.05
0.08409155555555556,0.8500000000000001,0.1
0.13381466666666667,0.8500000000000001,0.15000000000000002
0.18165955555555557,0.8500000000000001,0.2
0.2214097777777778,0.8500000000000001,0.25
0.25525555555555557,0.8500000000000001,0.30000000000000004
0.28474622222222223,0.8500000000000001,0.35000000000000003
0.30976488888888887,0.8500000000000001,0.4
0.33087466666666665,0.8500000000000001,0.45
0.349468,0.8500000000000001,0.5
0.36772,0.8500000000000001,0.55
0.3821697777777778,0.8500000000000001,0.6000000000000001
0.39472888888888885,0.8500000000000001,0.65
0.40662444444444446,0.8500000000000001,0.7000000000000001
0.4171026666666667,0.8500000000000001,0.75
0.42735733333333337,0.8500000000000001,0.8
0.43617022222222224,0.8500000000000001,0.8500000000000001
0.44323022222222225,0.8500000000000001,0.9
0.45080711111111116,0.8500000000000001,0.9500000000000001
0.45746488888888887,0.8500000000000001,1.0
0.0,0.9,0.0
0.035577023498694516,0.9,0.05
0.08518311111111111,0.9,0.1
0.13739200000000001,0.9,0.15000000000000002
0.18636577777777777,0.9,0.2
0.22668888888888886,0.9,0.25
0.26145777777777773,0.9,0.30000000000000004
0.2917311111111111,0.9,0.35000000000000003
0.31617466666666666,0.9,0.4
0.3397164444444445,0.9,0.45
0.3587906666666667,0.9,0.5
0.3748742222222222,0.9,0.55
0.39005066666666666,0.9,0.6000000000000001
0.4040551111111111,0.9,0.65
0.41573244444444446,0.9,0.7000000000000001
0.42583244444444446,0.9,0.75
0.4357586666666667,0.9,0.8
0.44405822222222224,0.9,0.8500000000000001
0.45228488888888885,0.9,0.9
0.46103377777777776,0.9,0.9500000000000001
0.46716,0.9,1.0
0.0,0.9500000000000001,0.0
0.0,0.9500000000000001,0.05
0.08953777777777777,0.9500000000000001,0.1
0.141736,0.9500000000000001,0.15000000000000002
0.19046400000000002,0.9500000000000001,0.2
0.23024533333333333,0.9500000000000001,0.25
0.2678191111111111,0.9500000000000001,0.30000000000000004
0.2964946666666667,0.9500000000000001,0.35000000000000003
0.3219306666666667,0.9500000000000001,0.4
0.34552933333333335,0.9500000000000001,0.45
0.3646697777777778,0.9500000000000001,0.5
0.381548,0.9500000000000001,0.55
0.3971408888888889,0.9500000000000001,0.6000000000000001
0.41105377777777774,0.9500000000000001,0.65
0.42395377777777776,0.9500000000000001,0.7000000000000001
0.433924,0.9500000000000001,0.75
0.44456977777777773,0.9500000000000001,0.8
0.45215022222222223,0.9500000000000001,0.8500000000000001
0.46148355555555554,0.9500000000000001,0.9
0.4693506666666667,0.9500000000000001,0.9500000000000001
0.47573999999999994,0.9500000000000001,1.0
0.0,1.0,0.0
0.03925829457364341,1.0,0.05
0.09051511111111112,1.0,0.1
0.145376,1.0,0.15000000000000002
0.19484400000000002,1.0,0.2
0.2375168888888889,1.0,0.25
0.2727911111111111,1.0,0.30000000000000004
0.30138844444444446,1.0,0.35000000000000003
0.32846755555555557,1.0,0.4
0.3513644444444445,1.0,0.45
0.3700351111111111,1.0,0.5
0.38873555555555556,1.0,0.55
0.404212,1.0,0.6000000000000001
0.4171764444444444,1.0,0.65
0.43058488888888885,1.0,0.7000000000000001
0.439904,1.0,0.75
0.45066311111111107,1.0,0.8
0.46068088888888886,1.0,0.8500000000000001
0.46871822222222226,1.0,0.9
0.4774164444444445,1.0,0.9500000000000001
0.4837093333333333,1.0,1.0
