p1,scaled_var,error_bars
0.2,0.0,0.0
0.21000000000000002,0.0,0.0
0.22000000000000003,0.0,0.0
0.23000000000000004,1.879324e-06,1.2845685124524927e-06
0.24000000000000005,4.489372400000001e-05,1.0068628567216435e-05
0.25000000000000006,2.0293104e-05,8.462676240817278e-06
0.26000000000000006,4.3967599999999976e-07,1.9365730896808825e-07
0.2700000000000001,0.0031973282840000007,0.0006369610241708395
0.2800000000000001,0.004859414256,0.0004321504536842987
0.2900000000000001,0.052410282224,0.0044250877464614355
0.3000000000000001,0.05786781590000001,0.003909476356683592
0.3100000000000001,0.8020764163160002,0.018902151570230338
0.3200000000000001,0.8811801578839998,0.010619814970686411
0.3300000000000001,0.807285457264,0.01159488046175732
0.34000000000000014,0.6301600096000001,0.009550984974924966
0.35000000000000014,0.5671379911,0.007578218620369871
0.36000000000000015,0.560601504796,0.008318591040274614
0.37000000000000016,0.580691530396,0.007431711405416915
0.38000000000000017,0.49372935359599995,0.007192536641914294
0.3900000000000002,0.5299034236160002,0.007058740952311214
0.4000000000000002,0.515400409536,0.006634014810782354
0.4100000000000002,0.497956954736,0.007716391301476443
0.4200000000000002,0.4735482523999999,0.006838670345151712
0.4300000000000002,0.4780067575,0.007468837760439749
0.4400000000000002,0.46035116153600003,0.007288379007272829
0.45000000000000023,0.46232076529599997,0.006488566605374702
0.46000000000000024,0.45034078572399994,0.006377705288638994
0.47000000000000025,0.441276205424,0.00603848794878099
0.48000000000000026,0.42635263806399987,0.0063801895100333425
0.49000000000000027,0.44628781625599995,0.00618238605186837
0.5000000000000002,0.4404733776640001,0.0064391311082151875
0.5100000000000002,0.424941533084,0.006375032808900633
0.5200000000000002,0.426489525596,0.006743693000500586
0.5300000000000002,0.42543682700400004,0.006301549409099759
0.5400000000000003,0.402732371136,0.005858891848410974
0.5500000000000003,0.412186398044,0.005198243998272654
