scaled_var,p1,p3
0.5841589980246914,0.35000000000000003,0.55
0.5410846933333333,0.35000000000000003,0.6000000000000001
0.4867963832098765,0.35000000000000003,0.65
0.6123374143209876,0.35000000000000003,0.7000000000000001
0.6175974143209876,0.35000000000000003,0.75
0.580146111111111,0.35000000000000003,0.8
0.5354736488888888,0.35000000000000003,0.8500000000000001
0.43141796098765434,0.35000000000000003,0.9
0.5130760350617285,0.35000000000000003,0.9500000000000001
0.46640822666666665,0.35000000000000003,1.0
0.0,0.4,0.0
0.0,0.4,0.05
0.0,0.4,0.1
0.22151138921299257,0.4,0.15000000000000002
0.5031178943209875,0.4,0.2
0.7361111328395061,0.4,0.25
0.5092211358024692,0.4,0.30000000000000004
0.5205745555555557,0.4,0.35000000000000003
0.5746577777777777,0.4,0.4
0.5527833377777778,0.4,0.45
0.6234016883950616,0.4,0.5
0.5084348933333334,0.4,0.55
0.4824420622222223,0.4,0.6000000000000001
0.4697953476543209,0.4,0.65
0.5233995061728395,0.4,0.7000000000000001
0.5005895683950616,0.4,0.75
0.3671376172839506,0.4,0.8
0.4412655822222223,0.4,0.8500000000000001
0.44791739802469127,0.4,0.9
0.4601309683950618,0.4,0.9500000000000001
0.3711184488888889,0.4,1.0
0.0,0.45,0.0
0.0,0.45,0.05
0.0,0.45,0.1
0.39953971555555556,0.45,0.15000000000000002
0.5882228958024691,0.45,0.2
0.38125216,0.45,0.25
0.47009759802469137,0.45,0.30000000000000004
0.4963774044444445,0.45,0.35000000000000003
0.5617209535802469,0.45,0.4
0.5078427654320988,0.45,0.45
0.46231905728395056,0.45,0.5
0.49993544444444443,0.45,0.55
0.3890194661728395,0.45,0.6000000000000001
0.4279351955555555,0.45,0.65
0.43765205728395057,0.45,0.7000000000000001
0.40495028691358026,0.45,0.75
0.38635196987654324,0.45,0.8
0.37479929432098763,0.45,0.8500000000000001
0.41173995999999996,0.45,0.9
0.3537977535802469,0.45,0.9500000000000001
0.4006876543209877,0.45,1.0
0.0,0.5,0.0
0.0,0.5,0.05
0.3139410622222222,0.5,0.1
0.45243243999999994,0.5,0.15000000000000002
0.4852868958024691,0.5,0.2
0.4912408888888889,0.5,0.25
0.5561586661728395,0.5,0.30000000000000004
0.49100428395061724,0.5,0.35000000000000003
0.5025323511111112,0.5,0.4
0.45925517580246905,0.5,0.45
0.395206184691358,0.5,0.5
0.3727842661728395,0.5,0.55
0.3666879980246913,0.5,0.6000000000000001
0.36324630666666663,0.5,0.65
0.4025360987654321,0.5,0.7000000000000001
0.40350568691358024,0.5,0.75
0.3963494572839506,0.5,0.8
0.38520442666666665,0.5,0.8500000000000001
0.38544451555555553,0.5,0.9
0.3551821683950618,0.5,0.9500000000000001
0.35836922222222223,0.5,1.0
0.0,0.55,0.0
0.0,0.55,0.05
0.5897788024691357,0.55,0.1
0.4309503980246914,0.55,0.15000000000000002
0.4646386069135802,0.55,0.2
0.4286270202469136,0.55,0.25
0.5570674622222223,0.55,0.30000000000000004
0.48183233333333336,0.55,0.35000000000000003
0.4155285822222222,0.55,0.4
0.39925759802469135,0.55,0.45
0.4299908365432099,0.55,0.5
0.3902000177777778,0.55,0.55
0.41323562024691357,0.55,0.6000000000000001
0.3670160488888889,0.55,0.65
0.3852045802469136,0.55,0.7000000000000001
0.40821054024691356,0.55,0.75
0.3898242291358025,0.55,0.8
0.3767266543209877,0.55,0.8500000000000001
0.3583136488888889,0.55,0.9
0.38031682765432095,0.55,0.9500000000000001
0.37126230666666665,0.55,1.0
0.0,0.6000000000000001,0.0
0.0,0.6000000000000001,0.05
0.5400590000000001,0.6000000000000001,0.1
0.6043079624691357,0.6000000000000001,0.15000000000000002
0.47535283950617285,0.6000000000000001,0.2
0.44840666617283953,0.6000000000000001,0.25
0.47281004395061726,0.6000000000000001,0.30000000000000004
0.4817854399999999,0.6000000000000001,0.35000000000000003
0.4337325920987655,0.6000000000000001,0.4
0.4100841955555556,0.6000000000000001,0.45
0.36171617333333334,0.6000000000000001,0.5
0.40760365432098766,0.6000000000000001,0.55
0.3403039683950617,0.6000000000000001,0.6000000000000001
0.393276627654321,0.6000000000000001,0.65
0.40122835506172827,0.6000000000000001,0.7000000000000001
0.34317722222222224,0.6000000000000001,0.75
0.35731332098765434,0.6000000000000001,0.8
0.3878186128395062,0.6000000000000001,0.8500000000000001
0.3421808765432099,0.6000000000000001,0.9
0.3474241066666666,0.6000000000000001,0.9500000000000001
0.3425419313580247,0.6000000000000001,1.0
0.0,0.65,0.0
0.0,0.65,0.05
0.5718152098765432,0.65,0.1
0.5624127698765432,0.65,0.15000000000000002
0.5154556543209876,0.65,0.2
0.48131877333333334,0.65,0.25
0.3930810246913581,0.65,0.30000000000000004
0.464548153580247,0.65,0.35000000000000003
0.389411987654321,0.65,0.4
0.4421035555555555,0.65,0.45
0.3365382222222222,0.65,0.5
0.4200283950617284,0.65,0.55
0.4131423066666666,0.65,0.6000000000000001
0.38865946222222225,0.65,0.65
0.3145983624691358,0.65,0.7000000000000001
0.3570763155555555,0.65,0.75
0.3552681180246913,0.65,0.8
0.3198761995061728,0.65,0.8500000000000001
0.33921990913580247,0.65,0.9
0.3648136572839506,0.65,0.9500000000000001
0.30720174024691355,0.65,1.0
0.0,0.7000000000000001,0.0
0.0,0.7000000000000001,0.05
0.7924630572839506,0.7000000000000001,0.1
0.5495030572839505,0.7000000000000001,0.15000000000000002
0.4652666172839506,0.7000000000000001,0.2
0.4940065955555555,0.7000000000000001,0.25
0.41163550172839514,0.7000000000000001,0.30000000000000004
0.47623631555555557,0.7000000000000001,0.35000000000000003
0.40631851654320983,0.7000000000000001,0.4
0.3763951822222223,0.7000000000000001,0.45
0.40725228395061724,0.7000000000000001,0.5
0.3597533333333333,0.7000000000000001,0.55
0.38501342172839503,0.7000000000000001,0.6000000000000001
0.3768946424691358,0.7000000000000001,0.65
0.38673591061728385,0.7000000000000001,0.7000000000000001
0.32180122222222224,0.7000000000000001,0.75
0.3504586172839506,0.7000000000000001,0.8
0.37825639506172837,0.7000000000000001,0.8500000000000001
0.33450926617283955,0.7000000000000001,0.9
0.33529620691358025,0.7000000000000001,0.9500000000000001
0.3228437624691358,0.7000000000000001,1.0
0.0,0.75,0.0
0.0,0.75,0.05
0.5112591698765432,0.75,0.1
0.6492118498765432,0.75,0.15000000000000002
0.4894751288888889,0.75,0.2
0.545083027654321,0.75,0.25
0.46996504888888896,0.75,0.30000000000000004
0.3610734711111111,0.75,0.35000000000000003
0.3675399920987655,0.75,0.4
0.38630472839506175,0.75,0.45
0.363144621728395,0.75,0.5
0.36062720543209875,0.75,0.55
0.3606636143209876,0.75,0.6000000000000001
0.3495032098765432,0.75,0.65
0.33899297728395056,0.75,0.7000000000000001
0.33733583950617285,0.75,0.75
0.3569752098765432,0.75,0.8
0.33733788444444446,0.75,0.8500000000000001
0.3062940246913579,0.75,0.9
0.30849366666666667,0.75,0.9500000000000001
0.3284162424691358,0.75,1.0
0.0,0.8,0.0
0.0,0.8,0.05
0.6609044069135803,0.8,0.1
0.5770881066666667,0.8,0.15000000000000002
0.493152987654321,0.8,0.2
0.45830552888888887,0.8,0.25
0.4428050266666667,0.8,0.30000000000000004
0.40990742666666663,0.8,0.35000000000000003
0.32020079950617286,0.8,0.4
0.355350024691358,0.8,0.45
0.3487955555555556,0.8,0.5
0.3833349511111111,0.8,0.55
0.3557290365432099,0.8,0.6000000000000001
0.38812428395061727,0.8,0.65
0.3595897733333333,0.8,0.7000000000000001
0.29661750666666664,0.8,0.75
0.3094494869135802,0.8,0.8
0.2986055758024691,0.8,0.8500000000000001
0.3253533091358025,0.8,0.9
0.3002643609876544,0.8,0.9500000000000001
0.3199300128395062,0.8,1.0
0.0,0.8500000000000001,0.0
0.0,0.8500000000000001,0.05
0.6997888217283951,0.8500000000000001,0.1
0.5956621288888888,0.8500000000000001,0.15000000000000002
0.4436773550617284,0.8500000000000001,0.2
0.4459210943209877,0.8500000000000001,0.25
0.3747980617283951,0.8500000000000001,0.30000000000000004
0.4145789920987654,0.8500000000000001,0.35000000000000003
0.3840542513580247,0.8500000000000001,0.4
0.39338517333333334,0.8500000000000001,0.45
0.3734742177777778,0.8500000000000001,0.5
0.315836,0.8500000000000001,0.55
0.3074861609876543,0.8500000000000001,0.6000000000000001
0.32902113580246917,0.8500000000000001,0.65
0.3376211728395062,0.8500000000000001,0.7000000000000001
0.3374896488888889,0.8500000000000001,0.75
0.30762433777777776,0.8500000000000001,0.8
0.32208533876543205,0.8500000000000001,0.8500000000000001
0.30344127209876537,0.8500000000000001,0.9
0.3030238735802469,0.8500000000000001,0.9500000000000001
0.3140068069135802,0.8500000000000001,1.0
0.0,0.9,0.0
0.8751506384255124,0.9,0.05
0.7360063980246913,0.9,0.1
0.6205727288888889,0.9,0.15000000000000002
0.4432917387654321,0.9,0.2
0.46779313580246906,0.9,0.25
0.3723707654320988,0.9,0.30000000000000004
0.4358872469135802,0.9,0.35000000000000003
0.36701839555555554,0.9,0.4
0.40207899061728397,0.9,0.45
0.3468748933333333,0.9,0.5
0.343502227654321,0.9,0.55
0.3501029155555556,0.9,0.6000000000000001
0.3389497402469136,0.9,0.65
0.32332414617283955,0.9,0.7000000000000001
0.3498529239506173,0.9,0.75
0.33853839555555554,0.9,0.8
0.31369774765432096,0.9,0.8500000000000001
0.31644909580246916,0.9,0.9
0.32024914765432094,0.9,0.9500000000000001
0.30484933333333336,0.9,1.0
0.0,0.9500000000000001,0.0
0.0,0.9500000000000001,0.05
0.81605787654321,0.9500000000000001,0.1
0.5875262044444446,0.9500000000000001,0.15000000000000002
0.4103942044444444,0.9500000000000001,0.2
0.44473219555555554,0.9500000000000001,0.25
0.45142797580246913,0.9500000000000001,0.30000000000000004
0.4050491511111111,0.9500000000000001,0.35000000000000003
0.39952931555555554,0.9500000000000001,0.4
0.31389107111111114,0.9500000000000001,0.45
0.3375624943209876,0.9500000000000001,0.5
0.34648435111111114,0.9500000000000001,0.55
0.3133588202469136,0.9500000000000001,0.6000000000000001
0.37042521432098763,0.9500000000000001,0.65
0.3123511032098765,0.9500000000000001,0.7000000000000001
0.29085089333333336,0.9500000000000001,0.75
0.3469714943209877,0.9500000000000001,0.8
0.2963355832098765,0.9500000000000001,0.8500000000000001
0.30975187950617283,0.9500000000000001,0.9
0.29964058222222223,0.9500000000000001,0.9500000000000001
0.30098077777777776,0.9500000000000001,1.0
0.0,1.0,0.0
1.3153663880776398,1.0,0.05
0.9660277624691357,1.0,0.1
0.5047634488888889,1.0,0.15000000000000002
0.39494760444444443,1.0,0.2
0.43787028691358026,1.0,0.25
0.35456158024691353,1.0,0.30000000000000004
0.3403609995061728,1.0,0.35000000000000003
0.4115717017283951,1.0,0.4
0.3434968395061729,1.0,0.45
0.3520009180246913,1.0,0.5
0.29715717283950616,1.0,0.55
0.3096703066666667,1.0,0.6000000000000001
0.32977416839506174,1.0,0.65
0.3118798735802469,1.0,0.7000000000000001
0.34004095999999995,1.0,0.75
0.285200264691358,1.0,0.8
0.3210854202469136,1.0,0.8500000000000001
0.3160028365432098,1.0,0.9
0.3002548795061728,1.0,0.9500000000000001
0.28838700444444443,1.0,1.0
