p1,scaled_var,error_bars
0.2,0.0,0.0
0.21000000000000002,0.0,0.0
0.22000000000000003,0.0,0.0
0.23000000000000004,0.0,0.0
0.24000000000000005,0.00019614612386491172,4.790157826602946e-05
0.25000000000000006,0.0,0.0
0.26000000000000006,0.00012909892459953066,3.507974871890411e-05
0.2700000000000001,0.0,0.0
0.2800000000000001,0.01234211882052852,0.001447832044517596
0.2900000000000001,0.013325046093255787,0.0011309893283729636
0.3000000000000001,0.14117311603305782,0.007473956205949362
0.3100000000000001,1.2581455897602285,0.01739242061631057
0.3200000000000001,0.735804600608101,0.011156244954705864
0.3300000000000001,0.7114070339393938,0.010204979100117318
0.34000000000000014,0.7374040727109478,0.011126324962418797
0.35000000000000014,0.5681968078196101,0.007914544429856611
0.36000000000000015,0.5588424471625345,0.007266206744042778
0.37000000000000016,0.5836874246464647,0.008625367446443708
0.38000000000000017,0.5377174997612489,0.008385107651818453
0.3900000000000002,0.5552599877522701,0.009449678255837255
0.4000000000000002,0.48717165711253957,0.006789585199036398
0.4100000000000002,0.4796913887603306,0.007373889447904948
0.4200000000000002,0.4746598098153249,0.006494380984432273
0.4300000000000002,0.4886983367860423,0.007104420593323637
0.4400000000000002,0.47138447088664415,0.005922395991775753
0.45000000000000023,0.4562782958310377,0.0058785245817871415
0.46000000000000024,0.4544916677522701,0.0055267298501392335
0.47000000000000025,0.4560918661361085,0.006483798033740383
0.48000000000000026,0.439020707842057,0.005684595978323885
0.49000000000000027,0.45251859379247006,0.006912590747293645
